-4.848484848484848481e-03,-4.848484848484848481e-03,3.515151515151515582e-02,3.515151515151515582e-02
-1.284848484848484865e-02,-1.284848484848484865e-02,4.315151515151514905e-02,4.315151515151514905e-02
-5.965005965084708983e-04,-1.024851024852294762e-02,3.089953089953877477e-02,4.055154055155325149e-02
2.190033754699432372e-03,-1.570915484090323194e-02,2.811299654833087150e-02,4.601218514393353581e-02
2.545454545454545539e-02,-4.848484848484848481e-03,6.545454545454545969e-02,3.515151515151515582e-02
1.745454545454545522e-02,-1.284848484848484865e-02,7.345454545454545292e-02,4.315151515151514905e-02
2.970652970652183297e-02,-1.024851024852294762e-02,6.120256120256907517e-02,4.055154055155325149e-02
3.249306405772973971e-02,-1.570915484090323194e-02,5.841602685136117190e-02,4.601218514393353581e-02
5.575757575757575579e-02,-4.848484848484848481e-03,9.575757575757576356e-02,3.515151515151515582e-02
4.775757575757576257e-02,-1.284848484848484865e-02,1.037575757575757568e-01,4.315151515151514905e-02
6.000956000955214031e-02,-1.024851024852294762e-02,9.150559150559937904e-02,4.055154055155325149e-02
6.279609436076004358e-02,-1.570915484090323194e-02,8.871905715439147577e-02,4.601218514393353581e-02
8.606060606060605966e-02,-4.848484848484848481e-03,1.260606060606060674e-01,3.515151515151515582e-02
7.806060606060606644e-02,-1.284848484848484865e-02,1.340606060606060745e-01,4.315151515151514905e-02
9.031259031258244419e-02,-1.024851024852294762e-02,1.218086218086296829e-01,4.055154055155325149e-02
9.309912466379034746e-02,-1.570915484090323194e-02,1.190220874574217796e-01,4.601218514393353581e-02
1.163636363636363497e-01,-4.848484848484848481e-03,1.563636363636363436e-01,3.515151515151515582e-02
1.083636363636363564e-01,-1.284848484848484865e-02,1.643636363636363507e-01,4.315151515151514905e-02
1.206156206156127342e-01,-1.024851024852294762e-02,1.521116521116599729e-01,4.055154055155325149e-02
1.234021549668206374e-01,-1.570915484090323194e-02,1.493251177604520696e-01,4.601218514393353581e-02
1.466666666666666674e-01,-4.848484848484848481e-03,1.866666666666666474e-01,3.515151515151515582e-02
1.386666666666666603e-01,-1.284848484848484865e-02,1.946666666666666545e-01,4.315151515151514905e-02
1.509186509186430381e-01,-1.024851024852294762e-02,1.824146824146902768e-01,4.055154055155325149e-02
1.537051852698509413e-01,-1.570915484090323194e-02,1.796281480634823735e-01,4.601218514393353581e-02
1.769696969696969713e-01,-4.848484848484848481e-03,2.169696969696969513e-01,3.515151515151515582e-02
1.689696969696969642e-01,-1.284848484848484865e-02,2.249696969696969584e-01,4.315151515151514905e-02
1.812216812216733419e-01,-1.024851024852294762e-02,2.127177127177205807e-01,4.055154055155325149e-02
1.840082155728812452e-01,-1.570915484090323194e-02,2.099311783665126774e-01,4.601218514393353581e-02
2.072727272727272751e-01,-4.848484848484848481e-03,2.472727272727272552e-01,3.515151515151515582e-02
1.992727272727272680e-01,-1.284848484848484865e-02,2.552727272727272623e-01,4.315151515151514905e-02
2.115247115247036458e-01,-1.024851024852294762e-02,2.430207430207508845e-01,4.055154055155325149e-02
2.143112458759115491e-01,-1.570915484090323194e-02,2.402342086695429813e-01,4.601218514393353581e-02
2.375757575757575790e-01,-4.848484848484848481e-03,2.775757575757575868e-01,3.515151515151515582e-02
2.295757575757575719e-01,-1.284848484848484865e-02,2.855757575757575939e-01,4.315151515151514905e-02
2.418277418277339497e-01,-1.024851024852294762e-02,2.733237733237812161e-01,4.055154055155325149e-02
2.446142761789418529e-01,-1.570915484090323194e-02,2.705372389725733129e-01,4.601218514393353581e-02
2.678787878787878829e-01,-4.848484848484848481e-03,3.078787878787879184e-01,3.515151515151515582e-02
2.598787878787878758e-01,-1.284848484848484865e-02,3.158787878787879255e-01,4.315151515151514905e-02
2.721307721307642535e-01,-1.024851024852294762e-02,3.036268036268115478e-01,4.055154055155325149e-02
2.749173064819721568e-01,-1.570915484090323194e-02,3.008402692756036445e-01,4.601218514393353581e-02
2.981818181818181590e-01,-4.848484848484848481e-03,3.381818181818181945e-01,3.515151515151515582e-02
2.901818181818181519e-01,-1.284848484848484865e-02,3.461818181818182016e-01,4.315151515151514905e-02
3.024338024337945297e-01,-1.024851024852294762e-02,3.339298339298418239e-01,4.055154055155325149e-02
3.052203367850024329e-01,-1.570915484090323194e-02,3.311432995786339206e-01,4.601218514393353581e-02
3.284848484848484906e-01,-4.848484848484848481e-03,3.684848484848485262e-01,3.515151515151515582e-02
3.204848484848484835e-01,-1.284848484848484865e-02,3.764848484848485333e-01,4.315151515151514905e-02
